c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,354.08
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,343.8
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,355.26
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,349.19
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,346.0
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,350.13
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,358.0
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,347.88
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,347.09
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,343.84
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,356.83
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,347.13
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,344.17
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,347.36
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,348.36
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,348.73
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,345.6
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,351.98
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,340.22
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,353.68
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,354.91
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,340.49
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,359.63
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,348.77
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,350.4
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,348.89
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,345.77
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,352.52
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,343.98
c37e8d66dd7acd1cef8a5fc860140f8796c84ab4,348.45
00f831840d845d5e221d44ba5d0dfac1a41fdbca,354.59
00f831840d845d5e221d44ba5d0dfac1a41fdbca,353.24
00f831840d845d5e221d44ba5d0dfac1a41fdbca,350.53
00f831840d845d5e221d44ba5d0dfac1a41fdbca,346.74
00f831840d845d5e221d44ba5d0dfac1a41fdbca,347.79
00f831840d845d5e221d44ba5d0dfac1a41fdbca,345.5
00f831840d845d5e221d44ba5d0dfac1a41fdbca,341.39
00f831840d845d5e221d44ba5d0dfac1a41fdbca,350.93
00f831840d845d5e221d44ba5d0dfac1a41fdbca,343.08
00f831840d845d5e221d44ba5d0dfac1a41fdbca,355.01
00f831840d845d5e221d44ba5d0dfac1a41fdbca,349.47
00f831840d845d5e221d44ba5d0dfac1a41fdbca,353.57
00f831840d845d5e221d44ba5d0dfac1a41fdbca,349.34
00f831840d845d5e221d44ba5d0dfac1a41fdbca,341.89
00f831840d845d5e221d44ba5d0dfac1a41fdbca,345.95
00f831840d845d5e221d44ba5d0dfac1a41fdbca,352.41
00f831840d845d5e221d44ba5d0dfac1a41fdbca,352.63
00f831840d845d5e221d44ba5d0dfac1a41fdbca,353.13
00f831840d845d5e221d44ba5d0dfac1a41fdbca,354.52
00f831840d845d5e221d44ba5d0dfac1a41fdbca,348.54
00f831840d845d5e221d44ba5d0dfac1a41fdbca,351.61
00f831840d845d5e221d44ba5d0dfac1a41fdbca,349.8
00f831840d845d5e221d44ba5d0dfac1a41fdbca,349.74
00f831840d845d5e221d44ba5d0dfac1a41fdbca,351.45
00f831840d845d5e221d44ba5d0dfac1a41fdbca,351.76
00f831840d845d5e221d44ba5d0dfac1a41fdbca,345.96
00f831840d845d5e221d44ba5d0dfac1a41fdbca,351.68
00f831840d845d5e221d44ba5d0dfac1a41fdbca,350.1
00f831840d845d5e221d44ba5d0dfac1a41fdbca,344.4
00f831840d845d5e221d44ba5d0dfac1a41fdbca,345.68
bf40e9ca9b325fd8a49b6df20bbb2ddf644b5a1c,349.43
bf40e9ca9b325fd8a49b6df20bbb2ddf644b5a1c,350.13
bf40e9ca9b325fd8a49b6df20bbb2ddf644b5a1c,341.45
bf40e9ca9b325fd8a49b6df20bbb2ddf644b5a1c,364.24
bf40e9ca9b325fd8a49b6df20bbb2ddf644b5a1c,352.02
bf40e9ca9b325fd8a49b6df20bbb2ddf644b5a1c,355.3
bf40e9ca9b325fd8a49b6df20bbb2ddf644b5a1c,346.87
bf40e9ca9b325fd8a49b6df20bbb2ddf644b5a1c,350.32
bf40e9ca9b325fd8a49b6df20bbb2ddf644b5a1c,363.56
bf40e9ca9b325fd8a49b6df20bbb2ddf644b5a1c,345.39
bf40e9ca9b325fd8a49b6df20bbb2ddf644b5a1c,353.86
bf40e9ca9b325fd8a49b6df20bbb2ddf644b5a1c,350.73
